Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Real Association,Meets Threshold?
time_in_hospital,number_diagnoses,CorrelationSimilarity,,0.22039956361757693,,,False
time_in_hospital,max_glu_serum,ContingencySimilarity,,,,0.033474222000326216,False
time_in_hospital,A1Cresult,ContingencySimilarity,,,,0.040757395138933214,False
time_in_hospital,insulin,ContingencySimilarity,,,,0.07909642158994197,False
time_in_hospital,change,ContingencySimilarity,,,,0.11837447982042644,False
time_in_hospital,diabetesMed,ContingencySimilarity,,,,0.06797794526030002,False
time_in_hospital,medicare,ContingencySimilarity,,,,0.04227706328637747,False
time_in_hospital,medicaid,ContingencySimilarity,,,,0.01593847807583195,False
time_in_hospital,had_emergency,ContingencySimilarity,,,,0.013361993834082826,False
time_in_hospital,had_inpatient_days,ContingencySimilarity,,,,0.08397680805867688,False
time_in_hospital,had_outpatient_days,ContingencySimilarity,,,,0.024167280884480162,False
time_in_hospital,readmit_binary,ContingencySimilarity,,,,0.05307110237712738,False
medical_specialty,num_lab_procedures,ContingencySimilarity,,,,0.09980719439957392,False
medical_specialty,num_procedures,ContingencySimilarity,,,,0.13763855133569403,False
medical_specialty,num_medications,ContingencySimilarity,,,,0.061703929609073775,False
medical_specialty,primary_diagnosis,ContingencySimilarity,,,,0.1313968171347624,False
medical_specialty,number_diagnoses,ContingencySimilarity,,,,0.10749872237461267,False
medical_specialty,max_glu_serum,ContingencySimilarity,,,,0.0710086398327988,False
medical_specialty,A1Cresult,ContingencySimilarity,,,,0.048384652019388075,False
medical_specialty,insulin,ContingencySimilarity,,,,0.08397340327424789,False
medical_specialty,change,ContingencySimilarity,,,,0.08791199254709901,False
medical_specialty,diabetesMed,ContingencySimilarity,,,,0.047563325217928276,False
medical_specialty,medicare,ContingencySimilarity,,,,0.12513187969913825,False
medical_specialty,medicaid,ContingencySimilarity,,,,0.05588547726239064,False
medical_specialty,had_emergency,ContingencySimilarity,,,,0.08236775131596946,False
medical_specialty,had_inpatient_days,ContingencySimilarity,,,,0.04416208578154439,False
medical_specialty,had_outpatient_days,ContingencySimilarity,,,,0.12151867383662551,False
medical_specialty,readmit_binary,ContingencySimilarity,,,,0.0277711629179324,False
num_lab_procedures,num_procedures,ContingencySimilarity,,,,0.05480793448847769,False
num_lab_procedures,num_medications,CorrelationSimilarity,,0.2673286917944201,,,False
num_lab_procedures,primary_diagnosis,ContingencySimilarity,,,,0.07234988646650099,False
num_lab_procedures,number_diagnoses,CorrelationSimilarity,,0.15081142342345916,,,False
num_lab_procedures,max_glu_serum,ContingencySimilarity,,,,0.24560538196724932,False
num_lab_procedures,A1Cresult,ContingencySimilarity,,,,0.1508440252909793,False
num_lab_procedures,insulin,ContingencySimilarity,,,,0.07486514629851845,False
num_lab_procedures,change,ContingencySimilarity,,,,0.07422289214385885,False
num_lab_procedures,diabetesMed,ContingencySimilarity,,,,0.04312878615090145,False
num_lab_procedures,medicare,ContingencySimilarity,,,,0.051434463637463075,False
num_lab_procedures,medicaid,ContingencySimilarity,,,,0.0186006340864502,False
num_lab_procedures,had_emergency,ContingencySimilarity,,,,0.03749994024163161,False
num_lab_procedures,had_inpatient_days,ContingencySimilarity,,,,0.05248595884712248,False
num_lab_procedures,had_outpatient_days,ContingencySimilarity,,,,0.05191418003898453,False
num_lab_procedures,readmit_binary,ContingencySimilarity,,,,0.030236281837530975,False
num_procedures,num_medications,ContingencySimilarity,,,,0.17246192661315615,False
num_procedures,primary_diagnosis,ContingencySimilarity,,,,0.13902545989521967,False
num_procedures,number_diagnoses,ContingencySimilarity,,,,0.03999781722036725,False
num_procedures,max_glu_serum,ContingencySimilarity,,,,0.04549399619630901,False
num_procedures,A1Cresult,ContingencySimilarity,,,,0.04030875717169936,False
num_procedures,insulin,ContingencySimilarity,,,,0.027140282739154024,False
num_procedures,change,ContingencySimilarity,,,,0.028753165938875072,False
num_procedures,diabetesMed,ContingencySimilarity,,,,0.025806996578473955,False
num_procedures,medicare,ContingencySimilarity,,,,0.06960583323990575,False
num_procedures,medicaid,ContingencySimilarity,,,,0.023482918333480388,False
num_procedures,had_emergency,ContingencySimilarity,,,,0.04907730485899781,False
num_procedures,had_inpatient_days,ContingencySimilarity,,,,0.0795464757283139,False
num_procedures,had_outpatient_days,ContingencySimilarity,,,,0.04897289311461402,False
num_procedures,readmit_binary,ContingencySimilarity,,,,0.026679727534710044,False
num_medications,primary_diagnosis,ContingencySimilarity,,,,0.08351153429009099,False
num_medications,number_diagnoses,CorrelationSimilarity,,0.26199739176822723,,,False
num_medications,max_glu_serum,ContingencySimilarity,,,,0.03140086762087361,False
num_medications,A1Cresult,ContingencySimilarity,,,,0.02523607111111502,False
num_medications,insulin,ContingencySimilarity,,,,0.1390625184601558,False
num_medications,change,ContingencySimilarity,,,,0.24179374704563464,False
num_medications,diabetesMed,ContingencySimilarity,,,,0.2033259005758574,False
num_medications,medicare,ContingencySimilarity,,,,0.09357454588868441,False
num_medications,medicaid,ContingencySimilarity,,,,0.019853349530047443,False
num_medications,had_emergency,ContingencySimilarity,,,,0.054394567744058556,False
num_medications,had_inpatient_days,ContingencySimilarity,,,,0.10043559095595427,False
num_medications,had_outpatient_days,ContingencySimilarity,,,,0.07652265576521997,False
num_medications,readmit_binary,ContingencySimilarity,,,,0.046340155483723396,False
primary_diagnosis,number_diagnoses,ContingencySimilarity,,,,0.10106195963443362,False
primary_diagnosis,max_glu_serum,ContingencySimilarity,,,,0.04206540581475273,False
primary_diagnosis,A1Cresult,ContingencySimilarity,,,,0.09633174783911756,False
primary_diagnosis,insulin,ContingencySimilarity,,,,0.0949662626083773,False
primary_diagnosis,change,ContingencySimilarity,,,,0.08481053202732727,False
primary_diagnosis,diabetesMed,ContingencySimilarity,,,,0.06872824307884776,False
primary_diagnosis,medicare,ContingencySimilarity,,,,0.06553758514263713,False
primary_diagnosis,medicaid,ContingencySimilarity,,,,0.03652705576248234,False
primary_diagnosis,had_emergency,ContingencySimilarity,,,,0.054451027773393175,False
primary_diagnosis,had_inpatient_days,ContingencySimilarity,,,,0.0660993734825099,False
primary_diagnosis,had_outpatient_days,ContingencySimilarity,,,,0.02284344565570272,False
primary_diagnosis,readmit_binary,ContingencySimilarity,,,,0.021384430727527725,False
number_diagnoses,max_glu_serum,ContingencySimilarity,,,,0.058883935138100654,False
number_diagnoses,A1Cresult,ContingencySimilarity,,,,0.05186971759428945,False
number_diagnoses,insulin,ContingencySimilarity,,,,0.07369599660188676,False
number_diagnoses,change,ContingencySimilarity,,,,0.05949748092885328,False
number_diagnoses,diabetesMed,ContingencySimilarity,,,,0.033610938847381956,False
number_diagnoses,medicare,ContingencySimilarity,,,,0.179199226425053,False
number_diagnoses,medicaid,ContingencySimilarity,,,,0.022086157593443113,False
number_diagnoses,had_emergency,ContingencySimilarity,,,,0.09230586490687154,False
number_diagnoses,had_inpatient_days,ContingencySimilarity,,,,0.13007808036987248,False
number_diagnoses,had_outpatient_days,ContingencySimilarity,,,,0.11602664900912792,False
number_diagnoses,readmit_binary,ContingencySimilarity,,,,0.059762509929614335,False
max_glu_serum,A1Cresult,ContingencySimilarity,,,,0.04342260573429332,False
max_glu_serum,insulin,ContingencySimilarity,,,,0.04592482771903876,False
max_glu_serum,change,ContingencySimilarity,,,,0.053094665715938245,False
max_glu_serum,diabetesMed,ContingencySimilarity,,,,0.04874935451694593,False
max_glu_serum,medicare,ContingencySimilarity,,,,0.03326628436143332,False
max_glu_serum,medicaid,ContingencySimilarity,,,,0.033489015220504834,False
max_glu_serum,had_emergency,ContingencySimilarity,,,,0.07389403502789893,False
max_glu_serum,had_inpatient_days,ContingencySimilarity,,,,0.025405842006999975,False
max_glu_serum,had_outpatient_days,ContingencySimilarity,,,,0.08585018477218671,False
max_glu_serum,readmit_binary,ContingencySimilarity,,,,0.012027299971708863,False
A1Cresult,insulin,ContingencySimilarity,,,,0.07836644359949631,False
A1Cresult,change,ContingencySimilarity,,,,0.11650081388637198,False
A1Cresult,diabetesMed,ContingencySimilarity,,,,0.1002731024711678,False
A1Cresult,medicare,ContingencySimilarity,,,,0.08118592346835907,False
A1Cresult,medicaid,ContingencySimilarity,,,,0.030377376556644298,False
A1Cresult,had_emergency,ContingencySimilarity,,,,0.020530697411901257,False
A1Cresult,had_inpatient_days,ContingencySimilarity,,,,0.08061391802604602,False
A1Cresult,had_outpatient_days,ContingencySimilarity,,,,0.04672079172098855,False
A1Cresult,readmit_binary,ContingencySimilarity,,,,0.021222493851859748,False
insulin,change,ContingencySimilarity,0.86254,,,0.6454445193167848,True
insulin,diabetesMed,ContingencySimilarity,0.87132,,,0.5847678550175246,True
insulin,medicare,ContingencySimilarity,,,,0.08995366231425428,False
insulin,medicaid,ContingencySimilarity,,,,0.08319641741634227,False
insulin,had_emergency,ContingencySimilarity,,,,0.09615866571887674,False
insulin,had_inpatient_days,ContingencySimilarity,,,,0.07762452973835149,False
insulin,had_outpatient_days,ContingencySimilarity,,,,0.06145200267895623,False
insulin,readmit_binary,ContingencySimilarity,,,,0.03927525497382328,False
change,diabetesMed,ContingencySimilarity,0.84934,,,0.5069938953931867,True
change,medicare,ContingencySimilarity,,,,0.06408719839511648,False
change,medicaid,ContingencySimilarity,,,,0.04291532222583911,False
change,had_emergency,ContingencySimilarity,,,,0.05264495217497997,False
change,had_inpatient_days,ContingencySimilarity,,,,0.027837302600592587,False
change,had_outpatient_days,ContingencySimilarity,,,,0.029208290655139305,False
change,readmit_binary,ContingencySimilarity,,,,0.021189795537451463,False
diabetesMed,medicare,ContingencySimilarity,,,,0.04332938139734216,False
diabetesMed,medicaid,ContingencySimilarity,,,,0.028737818068825874,False
diabetesMed,had_emergency,ContingencySimilarity,,,,0.03723182282007558,False
diabetesMed,had_inpatient_days,ContingencySimilarity,,,,0.026994523054484746,False
diabetesMed,had_outpatient_days,ContingencySimilarity,,,,0.020691464033690057,False
diabetesMed,readmit_binary,ContingencySimilarity,,,,0.02728127578617986,False
medicare,medicaid,ContingencySimilarity,,,,0.12762165009252366,False
medicare,had_emergency,ContingencySimilarity,,,,0.04886421617881184,False
medicare,had_inpatient_days,ContingencySimilarity,,,,0.05898712020414842,False
medicare,had_outpatient_days,ContingencySimilarity,,,,0.09864613694308327,False
medicare,readmit_binary,ContingencySimilarity,,,,0.014536900159968556,False
medicaid,had_emergency,ContingencySimilarity,,,,0.05559681882725904,False
medicaid,had_inpatient_days,ContingencySimilarity,,,,0.014874175563461108,False
medicaid,had_outpatient_days,ContingencySimilarity,,,,0.000767182904169974,False
medicaid,readmit_binary,ContingencySimilarity,,,,0.0007965856596660246,False
had_emergency,had_inpatient_days,ContingencySimilarity,,,,0.1990516491674129,False
had_emergency,had_outpatient_days,ContingencySimilarity,,,,0.16949704401830146,False
had_emergency,readmit_binary,ContingencySimilarity,,,,0.06063397617529864,False
had_inpatient_days,had_outpatient_days,ContingencySimilarity,,,,0.14325580436679342,False
had_inpatient_days,readmit_binary,ContingencySimilarity,,,,0.12298738785471088,False
had_outpatient_days,readmit_binary,ContingencySimilarity,,,,0.04347120515496959,False
