Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Real Association,Meets Threshold?
time_in_hospital,num_procedures,ContingencySimilarity,,,,0.09646762592823492,False
time_in_hospital,num_medications,CorrelationSimilarity,,0.4661354174307759,,,False
time_in_hospital,primary_diagnosis,ContingencySimilarity,,,,0.0482559360411123,False
time_in_hospital,number_diagnoses,CorrelationSimilarity,,0.22018627765090645,,,False
time_in_hospital,max_glu_serum,ContingencySimilarity,,,,0.03646175652246099,False
time_in_hospital,A1Cresult,ContingencySimilarity,,,,0.04594416444951505,False
time_in_hospital,insulin,ContingencySimilarity,,,,0.08142365449995843,False
time_in_hospital,change,ContingencySimilarity,,,,0.11478143778260222,False
time_in_hospital,diabetesMed,ContingencySimilarity,,,,0.07240463566147329,False
time_in_hospital,medicare,ContingencySimilarity,,,,0.04491051869062016,False
time_in_hospital,medicaid,ContingencySimilarity,,,,0.015349873020710324,False
time_in_hospital,had_emergency,ContingencySimilarity,,,,0.015607441230366155,False
time_in_hospital,had_inpatient_days,ContingencySimilarity,,,,0.08460556568129234,False
time_in_hospital,had_outpatient_days,ContingencySimilarity,,,,0.021861770319032442,False
time_in_hospital,readmit_binary,ContingencySimilarity,,,,0.05133938754998436,False
medical_specialty,num_lab_procedures,ContingencySimilarity,,,,0.1014277983747276,False
medical_specialty,num_procedures,ContingencySimilarity,,,,0.1334132672846761,False
medical_specialty,num_medications,ContingencySimilarity,,,,0.06285360548770043,False
medical_specialty,primary_diagnosis,ContingencySimilarity,,,,0.13040578174731438,False
medical_specialty,number_diagnoses,ContingencySimilarity,,,,0.1027356547051534,False
medical_specialty,max_glu_serum,ContingencySimilarity,,,,0.07306982216642709,False
medical_specialty,A1Cresult,ContingencySimilarity,,,,0.05025545231993761,False
medical_specialty,insulin,ContingencySimilarity,,,,0.08459282659697409,False
medical_specialty,change,ContingencySimilarity,,,,0.08563627047061373,False
medical_specialty,diabetesMed,ContingencySimilarity,,,,0.04594248737914225,False
medical_specialty,medicare,ContingencySimilarity,,,,0.1238926102710068,False
medical_specialty,medicaid,ContingencySimilarity,,,,0.05613058748363356,False
medical_specialty,had_emergency,ContingencySimilarity,,,,0.08032587780613311,False
medical_specialty,had_inpatient_days,ContingencySimilarity,,,,0.043897178206608066,False
medical_specialty,had_outpatient_days,ContingencySimilarity,,,,0.11769210926871243,False
medical_specialty,readmit_binary,ContingencySimilarity,,,,0.025107947587110633,False
num_lab_procedures,num_procedures,ContingencySimilarity,,,,0.05429602903329354,False
num_lab_procedures,num_medications,CorrelationSimilarity,,0.2681606251698741,,,False
num_lab_procedures,primary_diagnosis,ContingencySimilarity,,,,0.07034257295997516,False
num_lab_procedures,number_diagnoses,CorrelationSimilarity,,0.15277338096443774,,,False
num_lab_procedures,max_glu_serum,ContingencySimilarity,,,,0.24132076791427673,False
num_lab_procedures,A1Cresult,ContingencySimilarity,,,,0.15139741630545195,False
num_lab_procedures,insulin,ContingencySimilarity,,,,0.07593159565175026,False
num_lab_procedures,change,ContingencySimilarity,,,,0.07120519028949604,False
num_lab_procedures,diabetesMed,ContingencySimilarity,,,,0.04427846842400993,False
num_lab_procedures,medicare,ContingencySimilarity,,,,0.04717755522746401,False
num_lab_procedures,medicaid,ContingencySimilarity,,,,0.03310403573130306,False
num_lab_procedures,had_emergency,ContingencySimilarity,,,,0.037038834856451826,False
num_lab_procedures,had_inpatient_days,ContingencySimilarity,,,,0.050112789733913206,False
num_lab_procedures,had_outpatient_days,ContingencySimilarity,,,,0.05594480005225303,False
num_lab_procedures,readmit_binary,ContingencySimilarity,,,,0.03198965589343965,False
num_procedures,num_medications,ContingencySimilarity,,,,0.17647339401783613,False
num_procedures,primary_diagnosis,ContingencySimilarity,,,,0.1358461647743782,False
num_procedures,number_diagnoses,ContingencySimilarity,,,,0.04168867026647168,False
num_procedures,max_glu_serum,ContingencySimilarity,,,,0.044886903177301464,False
num_procedures,A1Cresult,ContingencySimilarity,,,,0.039009929249031274,False
num_procedures,insulin,ContingencySimilarity,,,,0.026346676181144543,False
num_procedures,change,ContingencySimilarity,,,,0.02641983519410796,False
num_procedures,diabetesMed,ContingencySimilarity,,,,0.029080539981114973,False
num_procedures,medicare,ContingencySimilarity,,,,0.06374094695267747,False
num_procedures,medicaid,ContingencySimilarity,,,,0.02320402363233333,False
num_procedures,had_emergency,ContingencySimilarity,,,,0.053722593159526565,False
num_procedures,had_inpatient_days,ContingencySimilarity,,,,0.07403793269792283,False
num_procedures,had_outpatient_days,ContingencySimilarity,,,,0.039828478677210774,False
num_procedures,readmit_binary,ContingencySimilarity,,,,0.021021699642284578,False
num_medications,primary_diagnosis,ContingencySimilarity,,,,0.08597679656111218,False
num_medications,number_diagnoses,CorrelationSimilarity,,0.26152610525353664,,,False
num_medications,max_glu_serum,ContingencySimilarity,,,,0.028831416616952373,False
num_medications,A1Cresult,ContingencySimilarity,,,,0.024164548345178307,False
num_medications,insulin,ContingencySimilarity,,,,0.14332532417618254,False
num_medications,change,ContingencySimilarity,,,,0.24574020920197356,False
num_medications,diabetesMed,ContingencySimilarity,,,,0.1950674495364889,False
num_medications,medicare,ContingencySimilarity,,,,0.09032994118661662,False
num_medications,medicaid,ContingencySimilarity,,,,0.022371355451496135,False
num_medications,had_emergency,ContingencySimilarity,,,,0.052020575499017986,False
num_medications,had_inpatient_days,ContingencySimilarity,,,,0.10186916453733401,False
num_medications,had_outpatient_days,ContingencySimilarity,,,,0.07146454697912649,False
num_medications,readmit_binary,ContingencySimilarity,,,,0.04891160724672164,False
primary_diagnosis,number_diagnoses,ContingencySimilarity,,,,0.10363702257814623,False
primary_diagnosis,max_glu_serum,ContingencySimilarity,,,,0.04060027005252178,False
primary_diagnosis,A1Cresult,ContingencySimilarity,,,,0.09372969304947683,False
primary_diagnosis,insulin,ContingencySimilarity,,,,0.09499455417859523,False
primary_diagnosis,change,ContingencySimilarity,,,,0.07631837223306898,False
primary_diagnosis,diabetesMed,ContingencySimilarity,,,,0.0627251403813461,False
primary_diagnosis,medicare,ContingencySimilarity,,,,0.0670575553249965,False
primary_diagnosis,medicaid,ContingencySimilarity,,,,0.043891745060062354,False
primary_diagnosis,had_emergency,ContingencySimilarity,,,,0.04898560899716959,False
primary_diagnosis,had_inpatient_days,ContingencySimilarity,,,,0.06536611031826564,False
primary_diagnosis,had_outpatient_days,ContingencySimilarity,,,,0.019907003065578764,False
primary_diagnosis,readmit_binary,ContingencySimilarity,,,,0.03018593622614085,False
number_diagnoses,max_glu_serum,ContingencySimilarity,,,,0.061208894110754426,False
number_diagnoses,A1Cresult,ContingencySimilarity,,,,0.053806902406291955,False
number_diagnoses,insulin,ContingencySimilarity,,,,0.0775484536762957,False
number_diagnoses,change,ContingencySimilarity,,,,0.05444463783548912,False
number_diagnoses,diabetesMed,ContingencySimilarity,,,,0.03749361234581175,False
number_diagnoses,medicare,ContingencySimilarity,,,,0.17444971109788004,False
number_diagnoses,medicaid,ContingencySimilarity,,,,0.0193109175805685,False
number_diagnoses,had_emergency,ContingencySimilarity,,,,0.09021476061510764,False
number_diagnoses,had_inpatient_days,ContingencySimilarity,,,,0.1250870282634378,False
number_diagnoses,had_outpatient_days,ContingencySimilarity,,,,0.11350521737954501,False
number_diagnoses,readmit_binary,ContingencySimilarity,,,,0.052693079089716544,False
max_glu_serum,A1Cresult,ContingencySimilarity,,,,0.04329867511973991,False
max_glu_serum,insulin,ContingencySimilarity,,,,0.04852580450507604,False
max_glu_serum,change,ContingencySimilarity,,,,0.06141623044847636,False
max_glu_serum,diabetesMed,ContingencySimilarity,,,,0.04942881310405892,False
max_glu_serum,medicare,ContingencySimilarity,,,,0.03931019734526061,False
max_glu_serum,medicaid,ContingencySimilarity,,,,0.029582546004071175,False
max_glu_serum,had_emergency,ContingencySimilarity,,,,0.06365819885503265,False
max_glu_serum,had_inpatient_days,ContingencySimilarity,,,,0.022665654268478087,False
max_glu_serum,had_outpatient_days,ContingencySimilarity,,,,0.09048009071882378,False
max_glu_serum,readmit_binary,ContingencySimilarity,,,,0.01654500424393298,False
A1Cresult,insulin,ContingencySimilarity,,,,0.07944965963692968,False
A1Cresult,change,ContingencySimilarity,,,,0.11501261402760621,False
A1Cresult,diabetesMed,ContingencySimilarity,,,,0.0912885914719803,False
A1Cresult,medicare,ContingencySimilarity,,,,0.08323621031874247,False
A1Cresult,medicaid,ContingencySimilarity,,,,0.03286889562350017,False
A1Cresult,had_emergency,ContingencySimilarity,,,,0.022667589934698668,False
A1Cresult,had_inpatient_days,ContingencySimilarity,,,,0.0781120426990872,False
A1Cresult,had_outpatient_days,ContingencySimilarity,,,,0.0422960160995495,False
A1Cresult,readmit_binary,ContingencySimilarity,,,,0.018969787744341264,False
insulin,change,ContingencySimilarity,0.7340599999999999,,,0.6390817370989547,True
insulin,diabetesMed,ContingencySimilarity,0.75644,,,0.584991224601939,True
insulin,medicare,ContingencySimilarity,,,,0.084051801369695,False
insulin,medicaid,ContingencySimilarity,,,,0.08071509031374344,False
insulin,had_emergency,ContingencySimilarity,,,,0.09100989390663108,False
insulin,had_inpatient_days,ContingencySimilarity,,,,0.07509860613366956,False
insulin,had_outpatient_days,ContingencySimilarity,,,,0.049508418605792325,False
insulin,readmit_binary,ContingencySimilarity,,,,0.04312031894891498,False
change,diabetesMed,ContingencySimilarity,0.85912,,,0.5056481733344812,True
change,medicare,ContingencySimilarity,,,,0.06329188645650186,False
change,medicaid,ContingencySimilarity,,,,0.042019372454440755,False
change,had_emergency,ContingencySimilarity,,,,0.05589028215766108,False
change,had_inpatient_days,ContingencySimilarity,,,,0.02709868843026494,False
change,had_outpatient_days,ContingencySimilarity,,,,0.03497575318969754,False
change,readmit_binary,ContingencySimilarity,,,,0.01942619780248195,False
diabetesMed,medicare,ContingencySimilarity,,,,0.04335183563547069,False
diabetesMed,medicaid,ContingencySimilarity,,,,0.03676304146554049,False
diabetesMed,had_emergency,ContingencySimilarity,,,,0.03812363020533293,False
diabetesMed,had_inpatient_days,ContingencySimilarity,,,,0.03319159869815688,False
diabetesMed,had_outpatient_days,ContingencySimilarity,,,,0.02128934094976611,False
diabetesMed,readmit_binary,ContingencySimilarity,,,,0.025607969204763808,False
medicare,medicaid,ContingencySimilarity,,,,0.1306016386494948,False
medicare,had_emergency,ContingencySimilarity,,,,0.04461912144167363,False
medicare,had_inpatient_days,ContingencySimilarity,,,,0.058251481156276944,False
medicare,had_outpatient_days,ContingencySimilarity,,,,0.08948237106529103,False
medicare,readmit_binary,ContingencySimilarity,,,,0.01005448470475504,False
medicaid,had_emergency,ContingencySimilarity,,,,0.051983274440218434,False
medicaid,had_inpatient_days,ContingencySimilarity,,,,0.012842470900989519,False
medicaid,had_outpatient_days,ContingencySimilarity,,,,0.004063912148944408,False
medicaid,readmit_binary,ContingencySimilarity,,,,0.007291882730385323,False
had_emergency,had_inpatient_days,ContingencySimilarity,,,,0.19340145241228565,False
had_emergency,had_outpatient_days,ContingencySimilarity,,,,0.1771606969170004,False
had_emergency,readmit_binary,ContingencySimilarity,,,,0.06011830785705,False
had_inpatient_days,had_outpatient_days,ContingencySimilarity,,,,0.1445466354771473,False
had_inpatient_days,readmit_binary,ContingencySimilarity,,,,0.12294054259434554,False
had_outpatient_days,readmit_binary,ContingencySimilarity,,,,0.03165683602551969,False
