col_a,col_b,metric,score
admission_source_id,primary_diagnosis,ContingencySimilarity,0.8416
num_procedures,insulin,ContingencySimilarity,0.8426
medical_specialty,had_emergency,ContingencySimilarity,0.844
race,insulin,ContingencySimilarity,0.8446
medical_specialty,change,ContingencySimilarity,0.8448
medical_specialty,had_outpatient_days,ContingencySimilarity,0.846
insulin,had_inpatient_days,ContingencySimilarity,0.8468
age,had_inpatient_days,ContingencySimilarity,0.847
had_emergency,had_inpatient_days,ContingencySimilarity,0.847
had_inpatient_days,had_outpatient_days,ContingencySimilarity,0.847
medicaid,had_inpatient_days,ContingencySimilarity,0.847
had_inpatient_days,readmit_binary,ContingencySimilarity,0.847
change,had_inpatient_days,ContingencySimilarity,0.847
medical_specialty,readmit_binary,ContingencySimilarity,0.8476
race,admission_source_id,ContingencySimilarity,0.8488
insulin,change,ContingencySimilarity,0.8512
primary_diagnosis,insulin,ContingencySimilarity,0.8534
primary_diagnosis,max_glu_serum,ContingencySimilarity,0.8573999999999999
age,primary_diagnosis,ContingencySimilarity,0.8596
primary_diagnosis,A1Cresult,ContingencySimilarity,0.8598
primary_diagnosis,medicaid,ContingencySimilarity,0.861
primary_diagnosis,had_emergency,ContingencySimilarity,0.862
race,A1Cresult,ContingencySimilarity,0.862
primary_diagnosis,readmit_binary,ContingencySimilarity,0.8628
primary_diagnosis,had_outpatient_days,ContingencySimilarity,0.8628
primary_diagnosis,change,ContingencySimilarity,0.8628
num_procedures,max_glu_serum,ContingencySimilarity,0.867
admission_source_id,insulin,ContingencySimilarity,0.8672
num_procedures,A1Cresult,ContingencySimilarity,0.8682
admission_source_id,num_procedures,ContingencySimilarity,0.8698
insulin,diabetesMed,ContingencySimilarity,0.8708
admission_source_id,diabetesMed,ContingencySimilarity,0.871
max_glu_serum,had_emergency,ContingencySimilarity,0.8715999999999999
num_procedures,readmit_binary,ContingencySimilarity,0.8732
num_procedures,had_emergency,ContingencySimilarity,0.8742000000000001
race,max_glu_serum,ContingencySimilarity,0.8754
age,num_procedures,ContingencySimilarity,0.8776
num_procedures,medicaid,ContingencySimilarity,0.8786
num_procedures,change,ContingencySimilarity,0.8788
A1Cresult,diabetesMed,ContingencySimilarity,0.8799999999999999
race,had_outpatient_days,ContingencySimilarity,0.88
race,had_emergency,ContingencySimilarity,0.88
max_glu_serum,insulin,ContingencySimilarity,0.88
race,readmit_binary,ContingencySimilarity,0.8808
race,change,ContingencySimilarity,0.8808
race,age,ContingencySimilarity,0.8812
race,medicaid,ContingencySimilarity,0.8815999999999999
A1Cresult,insulin,ContingencySimilarity,0.8835999999999999
num_procedures,had_outpatient_days,ContingencySimilarity,0.8852
age,insulin,ContingencySimilarity,0.8888
insulin,had_emergency,ContingencySimilarity,0.889
insulin,medicaid,ContingencySimilarity,0.8926000000000001
admission_source_id,max_glu_serum,ContingencySimilarity,0.899
max_glu_serum,medicaid,ContingencySimilarity,0.903
insulin,readmit_binary,ContingencySimilarity,0.9038
insulin,had_outpatient_days,ContingencySimilarity,0.905
max_glu_serum,readmit_binary,ContingencySimilarity,0.9052
admission_source_id,A1Cresult,ContingencySimilarity,0.9059999999999999
age,max_glu_serum,ContingencySimilarity,0.9074
admission_source_id,change,ContingencySimilarity,0.9114
admission_source_id,had_emergency,ContingencySimilarity,0.9117999999999999
medicaid,had_emergency,ContingencySimilarity,0.9126000000000001
had_emergency,readmit_binary,ContingencySimilarity,0.9128
admission_source_id,readmit_binary,ContingencySimilarity,0.9138000000000001
age,admission_source_id,ContingencySimilarity,0.9158
admission_source_id,medicaid,ContingencySimilarity,0.916
age,diabetesMed,ContingencySimilarity,0.9164
age,change,ContingencySimilarity,0.9166000000000001
diabetesMed,medicaid,ContingencySimilarity,0.9172
max_glu_serum,diabetesMed,ContingencySimilarity,0.9178
diabetesMed,readmit_binary,ContingencySimilarity,0.9184
diabetesMed,had_emergency,ContingencySimilarity,0.9184
diabetesMed,had_outpatient_days,ContingencySimilarity,0.9184
age,had_emergency,ContingencySimilarity,0.9238
change,medicaid,ContingencySimilarity,0.9244
admission_source_id,had_outpatient_days,ContingencySimilarity,0.9246
change,had_emergency,ContingencySimilarity,0.9282
max_glu_serum,A1Cresult,ContingencySimilarity,0.9289999999999999
max_glu_serum,had_outpatient_days,ContingencySimilarity,0.9298
medicaid,readmit_binary,ContingencySimilarity,0.9298000000000001
max_glu_serum,change,ContingencySimilarity,0.93
change,readmit_binary,ContingencySimilarity,0.9342
A1Cresult,had_emergency,ContingencySimilarity,0.9344
age,A1Cresult,ContingencySimilarity,0.9356
age,readmit_binary,ContingencySimilarity,0.938
had_emergency,had_outpatient_days,ContingencySimilarity,0.9398
age,medicaid,ContingencySimilarity,0.9426
A1Cresult,change,ContingencySimilarity,0.943
change,had_outpatient_days,ContingencySimilarity,0.9498
A1Cresult,medicaid,ContingencySimilarity,0.9514
A1Cresult,had_outpatient_days,ContingencySimilarity,0.9524
A1Cresult,readmit_binary,ContingencySimilarity,0.9524
had_outpatient_days,readmit_binary,ContingencySimilarity,0.9603999999999999
medicaid,had_outpatient_days,ContingencySimilarity,0.9648
age,had_outpatient_days,ContingencySimilarity,0.973
