col_a,col_b,metric,score
discharge_disposition_id,had_inpatient_days,ContingencySimilarity,0.7908
medical_specialty,had_emergency,ContingencySimilarity,0.7914
race,primary_diagnosis,ContingencySimilarity,0.7917333333333333
admission_source_id,medical_specialty,ContingencySimilarity,0.7922
medical_specialty,change,ContingencySimilarity,0.7924
primary_diagnosis,medicare,ContingencySimilarity,0.7938000000000001
admission_source_id,primary_diagnosis,ContingencySimilarity,0.7953333333333333
num_procedures,insulin,ContingencySimilarity,0.7974666666666668
discharge_disposition_id,max_glu_serum,ContingencySimilarity,0.7989333333333333
race,num_procedures,ContingencySimilarity,0.7990666666666666
primary_diagnosis,had_inpatient_days,ContingencySimilarity,0.8003333333333333
num_procedures,primary_diagnosis,ContingencySimilarity,0.8004666666666667
num_procedures,medicare,ContingencySimilarity,0.8012666666666668
medicare,had_inpatient_days,ContingencySimilarity,0.8016
age,medicare,ContingencySimilarity,0.8018666666666667
medicare,had_emergency,ContingencySimilarity,0.8067333333333333
discharge_disposition_id,num_procedures,ContingencySimilarity,0.8069999999999999
discharge_disposition_id,medicare,ContingencySimilarity,0.8079333333333333
race,discharge_disposition_id,ContingencySimilarity,0.8081333333333334
change,medicare,ContingencySimilarity,0.8090666666666666
medicare,readmit_binary,ContingencySimilarity,0.8090666666666666
insulin,medicare,ContingencySimilarity,0.8090666666666666
diabetesMed,medicare,ContingencySimilarity,0.8090666666666666
admission_source_id,medicare,ContingencySimilarity,0.8090666666666667
medicare,had_outpatient_days,ContingencySimilarity,0.8090666666666667
A1Cresult,medicare,ContingencySimilarity,0.8090666666666667
A1Cresult,had_inpatient_days,ContingencySimilarity,0.8164
discharge_disposition_id,primary_diagnosis,ContingencySimilarity,0.8164666666666667
race,admission_source_id,ContingencySimilarity,0.8182
num_procedures,diabetesMed,ContingencySimilarity,0.8203333333333334
admission_source_id,had_inpatient_days,ContingencySimilarity,0.8211333333333333
change,diabetesMed,ContingencySimilarity,0.8284
diabetesMed,had_inpatient_days,ContingencySimilarity,0.8294666666666667
insulin,change,ContingencySimilarity,0.8302
age,discharge_disposition_id,ContingencySimilarity,0.8303333333333334
age,num_procedures,ContingencySimilarity,0.8313333333333333
admission_source_id,num_procedures,ContingencySimilarity,0.8317333333333333
discharge_disposition_id,had_emergency,ContingencySimilarity,0.8322666666666667
primary_diagnosis,insulin,ContingencySimilarity,0.8336666666666667
discharge_disposition_id,insulin,ContingencySimilarity,0.8337333333333333
race,A1Cresult,ContingencySimilarity,0.8344
discharge_disposition_id,admission_source_id,ContingencySimilarity,0.8356
primary_diagnosis,diabetesMed,ContingencySimilarity,0.8366
discharge_disposition_id,medicaid,ContingencySimilarity,0.8366666666666667
discharge_disposition_id,A1Cresult,ContingencySimilarity,0.8374
race,insulin,ContingencySimilarity,0.8392666666666667
discharge_disposition_id,diabetesMed,ContingencySimilarity,0.84
max_glu_serum,had_inpatient_days,ContingencySimilarity,0.8426666666666667
discharge_disposition_id,change,ContingencySimilarity,0.8434666666666667
discharge_disposition_id,readmit_binary,ContingencySimilarity,0.8434666666666667
discharge_disposition_id,had_outpatient_days,ContingencySimilarity,0.8434666666666667
num_procedures,A1Cresult,ContingencySimilarity,0.8453999999999999
race,diabetesMed,ContingencySimilarity,0.8456666666666666
admission_source_id,insulin,ContingencySimilarity,0.8459333333333333
primary_diagnosis,A1Cresult,ContingencySimilarity,0.8497333333333333
insulin,had_inpatient_days,ContingencySimilarity,0.8498666666666667
change,had_inpatient_days,ContingencySimilarity,0.8505333333333334
medicaid,had_inpatient_days,ContingencySimilarity,0.8505333333333334
had_emergency,had_inpatient_days,ContingencySimilarity,0.8505333333333334
had_inpatient_days,had_outpatient_days,ContingencySimilarity,0.8505333333333334
age,had_inpatient_days,ContingencySimilarity,0.8505333333333334
had_inpatient_days,readmit_binary,ContingencySimilarity,0.8505333333333334
age,primary_diagnosis,ContingencySimilarity,0.8516666666666666
num_procedures,had_outpatient_days,ContingencySimilarity,0.8583333333333333
primary_diagnosis,max_glu_serum,ContingencySimilarity,0.8598666666666667
primary_diagnosis,had_emergency,ContingencySimilarity,0.8604
num_procedures,change,ContingencySimilarity,0.8615333333333334
primary_diagnosis,had_outpatient_days,ContingencySimilarity,0.8618666666666667
primary_diagnosis,change,ContingencySimilarity,0.8644666666666667
num_procedures,max_glu_serum,ContingencySimilarity,0.8661333333333333
num_procedures,had_emergency,ContingencySimilarity,0.8662000000000001
insulin,had_emergency,ContingencySimilarity,0.8669333333333333
race,age,ContingencySimilarity,0.8673333333333333
A1Cresult,insulin,ContingencySimilarity,0.8674666666666666
race,had_emergency,ContingencySimilarity,0.8678666666666667
race,change,ContingencySimilarity,0.8683333333333334
race,had_outpatient_days,ContingencySimilarity,0.8688
insulin,medicaid,ContingencySimilarity,0.8688666666666667
insulin,diabetesMed,ContingencySimilarity,0.8693333333333333
race,max_glu_serum,ContingencySimilarity,0.8693333333333333
race,readmit_binary,ContingencySimilarity,0.8699333333333334
num_procedures,readmit_binary,ContingencySimilarity,0.8702
max_glu_serum,insulin,ContingencySimilarity,0.8704000000000001
primary_diagnosis,readmit_binary,ContingencySimilarity,0.8705333333333334
primary_diagnosis,medicaid,ContingencySimilarity,0.8708
race,medicaid,ContingencySimilarity,0.8718666666666666
insulin,had_outpatient_days,ContingencySimilarity,0.876
admission_source_id,A1Cresult,ContingencySimilarity,0.8766
num_procedures,medicaid,ContingencySimilarity,0.8766666666666667
admission_source_id,diabetesMed,ContingencySimilarity,0.8805333333333334
admission_source_id,change,ContingencySimilarity,0.8806
admission_source_id,had_emergency,ContingencySimilarity,0.8823333333333333
admission_source_id,max_glu_serum,ContingencySimilarity,0.8825333333333333
age,admission_source_id,ContingencySimilarity,0.8833333333333333
age,insulin,ContingencySimilarity,0.8835333333333334
insulin,readmit_binary,ContingencySimilarity,0.8844
admission_source_id,medicaid,ContingencySimilarity,0.8869333333333334
age,change,ContingencySimilarity,0.8906000000000001
max_glu_serum,had_emergency,ContingencySimilarity,0.8909333333333334
A1Cresult,diabetesMed,ContingencySimilarity,0.8910666666666667
admission_source_id,readmit_binary,ContingencySimilarity,0.8934
admission_source_id,had_outpatient_days,ContingencySimilarity,0.8966666666666666
max_glu_serum,change,ContingencySimilarity,0.9024666666666666
change,medicaid,ContingencySimilarity,0.9026666666666666
change,had_emergency,ContingencySimilarity,0.904
medicaid,had_emergency,ContingencySimilarity,0.9066000000000001
max_glu_serum,medicaid,ContingencySimilarity,0.9168666666666667
change,had_outpatient_days,ContingencySimilarity,0.9194666666666667
diabetesMed,medicaid,ContingencySimilarity,0.9228666666666667
age,had_emergency,ContingencySimilarity,0.9234666666666667
A1Cresult,change,ContingencySimilarity,0.9251333333333334
change,readmit_binary,ContingencySimilarity,0.9274
age,medicaid,ContingencySimilarity,0.9276666666666666
age,max_glu_serum,ContingencySimilarity,0.9279999999999999
A1Cresult,had_emergency,ContingencySimilarity,0.9294
max_glu_serum,diabetesMed,ContingencySimilarity,0.9295333333333333
age,diabetesMed,ContingencySimilarity,0.9320666666666666
diabetesMed,had_outpatient_days,ContingencySimilarity,0.9343333333333332
diabetesMed,had_emergency,ContingencySimilarity,0.9343333333333333
diabetesMed,readmit_binary,ContingencySimilarity,0.9343333333333333
max_glu_serum,had_outpatient_days,ContingencySimilarity,0.9364
had_emergency,had_outpatient_days,ContingencySimilarity,0.9371999999999999
max_glu_serum,readmit_binary,ContingencySimilarity,0.9393333333333334
age,A1Cresult,ContingencySimilarity,0.9422
had_emergency,readmit_binary,ContingencySimilarity,0.9434666666666667
max_glu_serum,A1Cresult,ContingencySimilarity,0.9455333333333333
A1Cresult,medicaid,ContingencySimilarity,0.9472
medicaid,readmit_binary,ContingencySimilarity,0.9478000000000001
A1Cresult,readmit_binary,ContingencySimilarity,0.9497333333333333
A1Cresult,had_outpatient_days,ContingencySimilarity,0.9506
medicaid,had_outpatient_days,ContingencySimilarity,0.9546
age,readmit_binary,ContingencySimilarity,0.9611333333333333
age,had_outpatient_days,ContingencySimilarity,0.9648666666666667
had_outpatient_days,readmit_binary,ContingencySimilarity,0.9674666666666666
