col_a,col_b,metric,score
admission_source_id,medicare,ContingencySimilarity,0.8094
diabetesMed,medicare,ContingencySimilarity,0.8094
A1Cresult,medicare,ContingencySimilarity,0.8094
medicare,had_inpatient_days,ContingencySimilarity,0.8094
change,medicare,ContingencySimilarity,0.8094
medicare,readmit_binary,ContingencySimilarity,0.8094
medicare,had_outpatient_days,ContingencySimilarity,0.8094
insulin,medicare,ContingencySimilarity,0.8094
discharge_disposition_id,had_emergency,ContingencySimilarity,0.8136
discharge_disposition_id,medicaid,ContingencySimilarity,0.814
age,discharge_disposition_id,ContingencySimilarity,0.815
discharge_disposition_id,medical_specialty,ContingencySimilarity,0.8166
medical_specialty,diabetesMed,ContingencySimilarity,0.8173999999999999
A1Cresult,had_inpatient_days,ContingencySimilarity,0.8186
race,discharge_disposition_id,ContingencySimilarity,0.8194
admission_source_id,had_inpatient_days,ContingencySimilarity,0.8228
admission_source_id,primary_diagnosis,ContingencySimilarity,0.8246
discharge_disposition_id,diabetesMed,ContingencySimilarity,0.828
age,medical_specialty,ContingencySimilarity,0.8280000000000001
change,diabetesMed,ContingencySimilarity,0.8284
discharge_disposition_id,insulin,ContingencySimilarity,0.8294
max_glu_serum,had_inpatient_days,ContingencySimilarity,0.8304
discharge_disposition_id,admission_source_id,ContingencySimilarity,0.8308
discharge_disposition_id,had_outpatient_days,ContingencySimilarity,0.8308
discharge_disposition_id,readmit_binary,ContingencySimilarity,0.8308
discharge_disposition_id,change,ContingencySimilarity,0.8308
discharge_disposition_id,A1Cresult,ContingencySimilarity,0.8308
admission_source_id,medical_specialty,ContingencySimilarity,0.8314
race,diabetesMed,ContingencySimilarity,0.835
medical_specialty,medicaid,ContingencySimilarity,0.8354
medical_specialty,insulin,ContingencySimilarity,0.8354
primary_diagnosis,insulin,ContingencySimilarity,0.8366
medical_specialty,max_glu_serum,ContingencySimilarity,0.8376
race,admission_source_id,ContingencySimilarity,0.8376
insulin,change,ContingencySimilarity,0.8396
medical_specialty,had_outpatient_days,ContingencySimilarity,0.8396
insulin,had_inpatient_days,ContingencySimilarity,0.8402000000000001
change,had_inpatient_days,ContingencySimilarity,0.8402000000000001
had_inpatient_days,had_outpatient_days,ContingencySimilarity,0.8402000000000001
had_emergency,had_inpatient_days,ContingencySimilarity,0.8402000000000001
medicaid,had_inpatient_days,ContingencySimilarity,0.8402000000000001
had_inpatient_days,readmit_binary,ContingencySimilarity,0.8402000000000001
age,had_inpatient_days,ContingencySimilarity,0.8402000000000001
medical_specialty,readmit_binary,ContingencySimilarity,0.8414
medical_specialty,had_emergency,ContingencySimilarity,0.842
medical_specialty,A1Cresult,ContingencySimilarity,0.8420000000000001
medical_specialty,change,ContingencySimilarity,0.8433999999999999
race,insulin,ContingencySimilarity,0.8466
primary_diagnosis,max_glu_serum,ContingencySimilarity,0.8480000000000001
primary_diagnosis,had_emergency,ContingencySimilarity,0.8488
age,primary_diagnosis,ContingencySimilarity,0.849
primary_diagnosis,A1Cresult,ContingencySimilarity,0.8500000000000001
primary_diagnosis,medicaid,ContingencySimilarity,0.8538
primary_diagnosis,readmit_binary,ContingencySimilarity,0.8542
primary_diagnosis,had_outpatient_days,ContingencySimilarity,0.8542000000000001
primary_diagnosis,change,ContingencySimilarity,0.8542000000000001
admission_source_id,insulin,ContingencySimilarity,0.8648
admission_source_id,diabetesMed,ContingencySimilarity,0.8652
insulin,diabetesMed,ContingencySimilarity,0.8654
race,A1Cresult,ContingencySimilarity,0.8664000000000001
race,max_glu_serum,ContingencySimilarity,0.8754
race,change,ContingencySimilarity,0.8776
race,had_emergency,ContingencySimilarity,0.8782
race,age,ContingencySimilarity,0.8782
race,had_outpatient_days,ContingencySimilarity,0.8784
race,readmit_binary,ContingencySimilarity,0.8808
race,medicaid,ContingencySimilarity,0.8812
max_glu_serum,had_emergency,ContingencySimilarity,0.8822
A1Cresult,diabetesMed,ContingencySimilarity,0.8852
A1Cresult,insulin,ContingencySimilarity,0.8892
admission_source_id,max_glu_serum,ContingencySimilarity,0.89
max_glu_serum,insulin,ContingencySimilarity,0.8902
age,insulin,ContingencySimilarity,0.8928
admission_source_id,had_emergency,ContingencySimilarity,0.894
insulin,had_emergency,ContingencySimilarity,0.8946000000000001
admission_source_id,medicaid,ContingencySimilarity,0.8946000000000001
admission_source_id,change,ContingencySimilarity,0.8966
insulin,medicaid,ContingencySimilarity,0.8966000000000001
age,admission_source_id,ContingencySimilarity,0.897
admission_source_id,A1Cresult,ContingencySimilarity,0.8988
admission_source_id,readmit_binary,ContingencySimilarity,0.9034
age,change,ContingencySimilarity,0.9066000000000001
admission_source_id,had_outpatient_days,ContingencySimilarity,0.907
change,medicaid,ContingencySimilarity,0.908
insulin,had_outpatient_days,ContingencySimilarity,0.9092
max_glu_serum,medicaid,ContingencySimilarity,0.9102
insulin,readmit_binary,ContingencySimilarity,0.9106
change,had_emergency,ContingencySimilarity,0.9139999999999999
age,max_glu_serum,ContingencySimilarity,0.9139999999999999
diabetesMed,medicaid,ContingencySimilarity,0.9142
medicaid,had_emergency,ContingencySimilarity,0.9156000000000001
age,diabetesMed,ContingencySimilarity,0.9163999999999999
max_glu_serum,diabetesMed,ContingencySimilarity,0.9176
diabetesMed,had_outpatient_days,ContingencySimilarity,0.918
diabetesMed,readmit_binary,ContingencySimilarity,0.918
diabetesMed,had_emergency,ContingencySimilarity,0.918
max_glu_serum,change,ContingencySimilarity,0.9244
max_glu_serum,readmit_binary,ContingencySimilarity,0.925
age,had_emergency,ContingencySimilarity,0.9258
had_emergency,readmit_binary,ContingencySimilarity,0.9278
A1Cresult,change,ContingencySimilarity,0.9294
change,readmit_binary,ContingencySimilarity,0.9362
change,had_outpatient_days,ContingencySimilarity,0.9364
age,medicaid,ContingencySimilarity,0.9364
A1Cresult,had_emergency,ContingencySimilarity,0.9378
max_glu_serum,A1Cresult,ContingencySimilarity,0.9392
medicaid,readmit_binary,ContingencySimilarity,0.9408000000000001
max_glu_serum,had_outpatient_days,ContingencySimilarity,0.9410000000000001
age,readmit_binary,ContingencySimilarity,0.9428
had_emergency,had_outpatient_days,ContingencySimilarity,0.9446
age,A1Cresult,ContingencySimilarity,0.9556
A1Cresult,medicaid,ContingencySimilarity,0.9592
A1Cresult,readmit_binary,ContingencySimilarity,0.9614
medicaid,had_outpatient_days,ContingencySimilarity,0.9626
A1Cresult,had_outpatient_days,ContingencySimilarity,0.9628000000000001
age,had_outpatient_days,ContingencySimilarity,0.9692000000000001
had_outpatient_days,readmit_binary,ContingencySimilarity,0.9698
